"vote";"staendeja";"canton";"suffrage";"Abgegebene.Stimmen";"Stimmbeteiligung";"valid";"Ja.Stimmen";"Nein.Stimmen";"Ja";"result";"resultnum";"halb";"ling";"nr";"datum"
"17.05.1992 Reform Sexualstrafrecht";22;"Schwyz";76657;31076;0.405;30176;17771;12405;0.589;"Ja";1;1;"d";5;1992-05-17
"17.05.1992 Zivildienst für Dienstverweigerer";23;"Schwyz";76657;31213;0.407;30693;22701;7992;0.74;"Ja";1;1;"d";5;1992-05-17
"17.05.1992 Beitritt zu den Institutionen von Bretton Woods";18.5;"Solothurn";160502;81109;0.505;76205;41459;34746;0.544;"Ja";1;1;"d";11;1992-05-17
"17.05.1992 Fortpflanzungs- und Gentechnologie";22;"Solothurn";160502;81167;0.506;78694;57186;21508;0.727;"Ja";1;1;"d";11;1992-05-17
"17.05.1992 Gewässerschutz-Initiative";0;"Solothurn";160502;81154;0.506;78963;30101;48862;0.381;"Nein";0;1;"d";11;1992-05-17
"17.05.1992 Gewässerschutzgesetz";18.5;"Solothurn";160502;81158;0.506;79101;54004;25097;0.683;"Ja";1;1;"d";11;1992-05-17
"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods";18.5;"Solothurn";160502;81104;0.505;75916;41717;34199;0.55;"Ja";1;1;"d";11;1992-05-17
"17.05.1992 Reform Sexualstrafrecht";22;"Solothurn";160502;81146;0.506;78310;59324;18986;0.758;"Ja";1;1;"d";11;1992-05-17
"17.05.1992 Zivildienst für Dienstverweigerer";23;"Solothurn";160502;81176;0.506;79367;66615;12752;0.839;"Ja";1;1;"d";11;1992-05-17
"17.05.1992 Beitritt zu den Institutionen von Bretton Woods";18.5;"St. Gallen";276941;105620;0.381;102028;53375;48653;0.523;"Ja";1;1;"d";17;1992-05-17
"17.05.1992 Fortpflanzungs- und Gentechnologie";22;"St. Gallen";276941;107981;0.39;106147;79243;26904;0.747;"Ja";1;1;"d";17;1992-05-17
"17.05.1992 Gewässerschutz-Initiative";0;"St. Gallen";276941;108009;0.39;106696;40676;66020;0.381;"Nein";0;1;"d";17;1992-05-17
"17.05.1992 Gewässerschutzgesetz";18.5;"St. Gallen";276941;107921;0.39;106787;75724;31063;0.709;"Ja";1;1;"d";17;1992-05-17
"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods";18.5;"St. Gallen";276941;105453;0.381;101495;53734;47761;0.529;"Ja";1;1;"d";17;1992-05-17
"17.05.1992 Reform Sexualstrafrecht";22;"St. Gallen";276941;107658;0.389;105563;75228;30335;0.713;"Ja";1;1;"d";17;1992-05-17
"17.05.1992 Zivildienst für Dienstverweigerer";23;"St. Gallen";276941;108394;0.391;107515;90747;16768;0.844;"Ja";1;1;"d";17;1992-05-17
"17.05.1992 Beitritt zu den Institutionen von Bretton Woods";18.5;"Thurgau";133116;51820;0.389;48746;24498;24248;0.503;"Ja";1;1;"d";20;1992-05-17
"17.05.1992 Fortpflanzungs- und Gentechnologie";22;"Thurgau";133116;52392;0.394;51119;37943;13176;0.742;"Ja";1;1;"d";20;1992-05-17
"17.05.1992 Gewässerschutz-Initiative";0;"Thurgau";133116;52393;0.394;51553;17951;33602;0.348;"Nein";0;1;"d";20;1992-05-17
"17.05.1992 Gewässerschutzgesetz";18.5;"Thurgau";133116;52338;0.393;51613;33845;17768;0.656;"Ja";1;1;"d";20;1992-05-17
"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods";18.5;"Thurgau";133116;51826;0.389;48557;24736;23821;0.509;"Ja";1;1;"d";20;1992-05-17
"17.05.1992 Reform Sexualstrafrecht";22;"Thurgau";133116;52308;0.393;50884;35014;15870;0.688;"Ja";1;1;"d";20;1992-05-17
"17.05.1992 Zivildienst für Dienstverweigerer";23;"Thurgau";133116;52415;0.394;51767;42607;9160;0.823;"Ja";1;1;"d";20;1992-05-17
"17.05.1992 Beitritt zu den Institutionen von Bretton Woods";18.5;"Ticino";183669;55480;0.302;50897;28071;22826;0.552;"Ja";1;1;"l";21;1992-05-17
"17.05.1992 Fortpflanzungs- und Gentechnologie";22;"Ticino";183669;55480;0.302;52903;41639;11264;0.787;"Ja";1;1;"l";21;1992-05-17
"17.05.1992 Gewässerschutz-Initiative";0;"Ticino";183669;55480;0.302;53419;20680;32739;0.387;"Nein";0;1;"l";21;1992-05-17
"17.05.1992 Gewässerschutzgesetz";18.5;"Ticino";183669;55480;0.302;53578;35831;17747;0.669;"Ja";1;1;"l";21;1992-05-17
"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods";18.5;"Ticino";183669;55480;0.302;50784;27930;22854;0.55;"Ja";1;1;"l";21;1992-05-17
"17.05.1992 Reform Sexualstrafrecht";22;"Ticino";183669;55480;0.302;52807;44461;8346;0.842;"Ja";1;1;"l";21;1992-05-17
"17.05.1992 Zivildienst für Dienstverweigerer";23;"Ticino";183669;55480;0.302;53851;46353;7498;0.861;"Ja";1;1;"l";21;1992-05-17
"17.05.1992 Beitritt zu den Institutionen von Bretton Woods";18.5;"Uri";25124;9037;0.36;8510;3719;4791;0.437;"Nein";0;1;"d";4;1992-05-17
"17.05.1992 Fortpflanzungs- und Gentechnologie";22;"Uri";25124;9290;0.37;8980;5961;3019;0.664;"Ja";1;1;"d";4;1992-05-17
"17.05.1992 Gewässerschutz-Initiative";0;"Uri";25124;9453;0.376;9323;2312;7011;0.248;"Nein";0;1;"d";4;1992-05-17
"17.05.1992 Gewässerschutzgesetz";18.5;"Uri";25124;9431;0.375;9298;3478;5820;0.374;"Nein";0;1;"d";4;1992-05-17
"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods";18.5;"Uri";25124;9034;0.36;8467;3739;4728;0.442;"Nein";0;1;"d";4;1992-05-17
"17.05.1992 Reform Sexualstrafrecht";22;"Uri";25124;9193;0.366;8847;5869;2978;0.663;"Ja";1;1;"d";4;1992-05-17
"17.05.1992 Zivildienst für Dienstverweigerer";23;"Uri";25124;9274;0.369;9097;7263;1834;0.798;"Ja";1;1;"d";4;1992-05-17
"17.05.1992 Beitritt zu den Institutionen von Bretton Woods";18.5;"Valais / Wallis";171750;56075;0.326;53128;28312;24816;0.533;"Ja";1;1;"l";23;1992-05-17
"17.05.1992 Fortpflanzungs- und Gentechnologie";22;"Valais / Wallis";171750;56088;0.327;53926;24090;29836;0.447;"Nein";0;1;"l";23;1992-05-17
"17.05.1992 Gewässerschutz-Initiative";0;"Valais / Wallis";171750;56100;0.327;55141;8707;46434;0.158;"Nein";0;1;"l";23;1992-05-17
"17.05.1992 Gewässerschutzgesetz";18.5;"Valais / Wallis";171750;56095;0.327;55272;12622;42650;0.228;"Nein";0;1;"l";23;1992-05-17
"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods";18.5;"Valais / Wallis";171750;56072;0.326;52755;28074;24681;0.532;"Ja";1;1;"l";23;1992-05-17
"17.05.1992 Reform Sexualstrafrecht";22;"Valais / Wallis";171750;56086;0.327;53656;23178;30478;0.432;"Nein";0;1;"l";23;1992-05-17
"17.05.1992 Zivildienst für Dienstverweigerer";23;"Valais / Wallis";171750;56091;0.327;54629;35612;19017;0.652;"Ja";1;1;"l";23;1992-05-17
"17.05.1992 Beitritt zu den Institutionen von Bretton Woods";18.5;"Vaud";356284;108913;0.306;103480;73364;30116;0.709;"Ja";1;1;"l";22;1992-05-17
"17.05.1992 Fortpflanzungs- und Gentechnologie";22;"Vaud";356284;108865;0.306;104964;70123;34841;0.668;"Ja";1;1;"l";22;1992-05-17
"17.05.1992 Gewässerschutz-Initiative";0;"Vaud";356284;108894;0.306;106543;30549;75994;0.287;"Nein";0;1;"l";22;1992-05-17
"17.05.1992 Gewässerschutzgesetz";18.5;"Vaud";356284;108900;0.306;106772;58286;48486;0.546;"Ja";1;1;"l";22;1992-05-17
"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods";18.5;"Vaud";356284;108916;0.306;103117;73177;29940;0.71;"Ja";1;1;"l";22;1992-05-17
"17.05.1992 Reform Sexualstrafrecht";22;"Vaud";356284;108909;0.306;105298;74575;30723;0.708;"Ja";1;1;"l";22;1992-05-17
"17.05.1992 Zivildienst für Dienstverweigerer";23;"Vaud";356284;108901;0.306;107377;76595;30782;0.713;"Ja";1;1;"l";22;1992-05-17
"17.05.1992 Beitritt zu den Institutionen von Bretton Woods";18.5;"Zug";57596;26638;0.462;25284;13441;11843;0.532;"Ja";1;1;"d";9;1992-05-17
"17.05.1992 Fortpflanzungs- und Gentechnologie";22;"Zug";57596;27558;0.478;26885;19387;7498;0.721;"Ja";1;1;"d";9;1992-05-17
"17.05.1992 Gewässerschutz-Initiative";0;"Zug";57596;27079;0.47;26653;8865;17788;0.333;"Nein";0;1;"d";9;1992-05-17
"17.05.1992 Gewässerschutzgesetz";18.5;"Zug";57596;27595;0.479;27171;17233;9938;0.634;"Ja";1;1;"d";9;1992-05-17
"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods";18.5;"Zug";57596;26754;0.465;25212;13853;11359;0.549;"Ja";1;1;"d";9;1992-05-17
"17.05.1992 Reform Sexualstrafrecht";22;"Zug";57596;27057;0.47;26320;19366;6954;0.736;"Ja";1;1;"d";9;1992-05-17
"17.05.1992 Zivildienst für Dienstverweigerer";23;"Zug";57596;27108;0.471;26860;23123;3737;0.861;"Ja";1;1;"d";9;1992-05-17
"17.05.1992 Beitritt zu den Institutionen von Bretton Woods";18.5;"Zürich";764881;337051;0.441;316556;174502;142054;0.551;"Ja";1;1;"d";1;1992-05-17
"17.05.1992 Fortpflanzungs- und Gentechnologie";22;"Zürich";764881;344137;0.45;334800;260873;73927;0.779;"Ja";1;1;"d";1;1992-05-17
"17.05.1992 Gewässerschutz-Initiative";0;"Zürich";764881;344569;0.45;338752;145928;192824;0.431;"Nein";0;1;"d";1;1992-05-17
"17.05.1992 Gewässerschutzgesetz";18.5;"Zürich";764881;344392;0.45;339374;237307;102067;0.699;"Ja";1;1;"d";1;1992-05-17
"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods";18.5;"Zürich";764881;337510;0.441;316101;177988;138113;0.563;"Ja";1;1;"d";1;1992-05-17
"17.05.1992 Reform Sexualstrafrecht";22;"Zürich";764881;343841;0.45;334352;258955;75397;0.774;"Ja";1;1;"d";1;1992-05-17
"17.05.1992 Zivildienst für Dienstverweigerer";23;"Zürich";764881;345072;0.451;341324;286166;55158;0.838;"Ja";1;1;"d";1;1992-05-17
"16.02.1992 Krankenkasseninitiative";1;"Aargau";333163;127992;0.384;126528;47048;79480;0.372;"Nein";0;1;"d";19;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Aargau";333163;128425;0.385;127444;54214;73230;0.425;"Nein";0;1;"d";19;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Appenzell Ausserrhoden";34863;17933;0.514;17712;5781;11931;0.326;"Nein";0;0.5;"d";15;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Appenzell Ausserrhoden";34863;18073;0.518;17949;10143;7806;0.565;"Ja";0.5;0.5;"d";15;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Appenzell Innerrhoden";9664;4314;0.446;4276;1170;3106;0.274;"Nein";0;0.5;"d";16;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Appenzell Innerrhoden";9664;4321;0.447;4296;1534;2762;0.357;"Nein";0;0.5;"d";16;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Basel-Landschaft";160622;80949;0.504;79716;29560;50156;0.371;"Nein";0;0.5;"d";13;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Basel-Landschaft";160622;81227;0.506;80358;25467;54891;0.317;"Nein";0;0.5;"d";13;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Basel-Stadt";131102;71126;0.543;69749;29307;40442;0.42;"Nein";0;0.5;"d";12;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Basel-Stadt";131102;71351;0.544;70373;24388;45985;0.347;"Nein";0;0.5;"d";12;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Bern / Berne";683613;311207;0.455;305856;130553;175303;0.427;"Nein";0;1;"d";2;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Bern / Berne";683613;311207;0.455;307878;159827;148051;0.519;"Ja";1;1;"d";2;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Fribourg / Freiburg";144581;52464;0.363;51758;15827;35931;0.306;"Nein";0;1;"l";10;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Fribourg / Freiburg";144581;52450;0.363;51931;15124;36807;0.291;"Nein";0;1;"l";10;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Genève";200572;82799;0.413;80794;28158;52636;0.349;"Nein";0;1;"l";25;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Genève";200572;82799;0.413;80917;31235;49682;0.386;"Nein";0;1;"l";25;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Glarus";24742;10244;0.414;10150;4141;6009;0.408;"Nein";0;1;"d";8;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Glarus";24742;10265;0.415;10202;4988;5214;0.489;"Nein";0;1;"d";8;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Graubünden / Grigioni / Grischun";121458;42567;0.35;41985;17573;24412;0.419;"Nein";0;1;"l";18;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Graubünden / Grigioni / Grischun";121458;42668;0.351;42250;21522;20728;0.509;"Ja";1;1;"l";18;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Jura";46701;16267;0.348;16000;6663;9337;0.416;"Nein";0;1;"l";26;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Jura";46701;16258;0.348;16023;4359;11664;0.272;"Nein";0;1;"l";26;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Luzern";222632;98078;0.441;96785;42876;53909;0.443;"Nein";0;1;"d";3;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Luzern";222632;98101;0.441;97277;41408;55869;0.426;"Nein";0;1;"d";3;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Neuchâtel";102682;39528;0.385;38997;15140;23857;0.388;"Nein";0;1;"l";24;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Neuchâtel";102682;39491;0.385;39084;14060;25024;0.36;"Nein";0;1;"l";24;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Nidwalden";24549;9851;0.401;9660;3884;5776;0.402;"Nein";0;0.5;"d";7;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Nidwalden";24549;9858;0.402;9735;4092;5643;0.42;"Nein";0;0.5;"d";7;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Obwalden";20424;7497;0.367;7411;2583;4828;0.349;"Nein";0;0.5;"d";6;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Obwalden";20424;7499;0.367;7432;2516;4916;0.339;"Nein";0;0.5;"d";6;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Schaffhausen";48458;34260;0.707;32819;15299;17520;0.466;"Nein";0;1;"d";14;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Schaffhausen";48458;34297;0.708;33147;15544;17603;0.469;"Nein";0;1;"d";14;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Schweiz";4515485;2004983;0.444;1968545;772995;1195550;0.393;"Nein";0;1;"l";27;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Schweiz";4515485;2009400;0.445;1982134;864898;1117236;0.436;"Nein";0;1;"l";27;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Schwyz";76414;29928;0.392;29671;10670;19001;0.36;"Nein";0;1;"d";5;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Schwyz";76414;29926;0.392;29704;11219;18485;0.378;"Nein";0;1;"d";5;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Solothurn";160373;84259;0.525;82088;35769;46319;0.436;"Nein";0;1;"d";11;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Solothurn";160373;84261;0.525;82363;35821;46542;0.435;"Nein";0;1;"d";11;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"St. Gallen";276648;118247;0.427;117225;44588;72637;0.38;"Nein";0;1;"d";17;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"St. Gallen";276648;118582;0.429;117774;56803;60971;0.482;"Nein";0;1;"d";17;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Thurgau";133003;57439;0.432;56518;19871;36647;0.352;"Nein";0;1;"d";20;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Thurgau";133003;57601;0.433;56963;25642;31321;0.45;"Nein";0;1;"d";20;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Ticino";183795;108338;0.589;103332;36240;67092;0.351;"Nein";0;1;"l";21;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Ticino";183795;108338;0.589;103745;41457;62288;0.4;"Nein";0;1;"l";21;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Uri";25062;9726;0.388;9597;4864;4733;0.507;"Ja";1;1;"d";4;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Uri";25062;9725;0.388;9625;3590;6035;0.373;"Nein";0;1;"d";4;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Valais / Wallis";171408;63885;0.373;62703;23861;38842;0.381;"Nein";0;1;"l";23;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Valais / Wallis";171408;63882;0.373;62524;14664;47860;0.235;"Nein";0;1;"l";23;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Vaud";355665;122490;0.344;120781;37723;83058;0.312;"Nein";0;1;"l";22;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Vaud";355665;122552;0.345;121166;38773;82393;0.32;"Nein";0;1;"l";22;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Zug";57509;30140;0.524;29642;11801;17841;0.398;"Nein";0;1;"d";9;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Zug";57509;30183;0.525;29910;13032;16878;0.436;"Nein";0;1;"d";9;1992-02-16
"16.02.1992 Krankenkasseninitiative";1;"Zürich";765782;373455;0.488;366792;152045;214747;0.415;"Nein";0;1;"d";1;1992-02-16
"16.02.1992 Weg vom Tierversuch";3.5;"Zürich";765782;376060;0.491;372064;193476;178588;0.52;"Ja";1;1;"d";1;1992-02-16
"02.06.1991 Militärstrafgesetz";19;"Aargau";331575;92927;0.28;91804;51034;40770;0.556;"Ja";1;1;"d";19;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Aargau";331575;92858;0.28;91139;36537;54602;0.401;"Nein";0;1;"d";19;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Appenzell Ausserrhoden";34700;14022;0.404;13866;8164;5702;0.589;"Ja";0.5;0.5;"d";15;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Appenzell Ausserrhoden";34700;13984;0.403;13770;6137;7633;0.446;"Nein";0;0.5;"d";15;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Appenzell Innerrhoden";9652;2879;0.298;2853;1813;1040;0.635;"Ja";0.5;0.5;"d";16;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Appenzell Innerrhoden";9652;2878;0.298;2849;1367;1482;0.48;"Nein";0;0.5;"d";16;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Basel-Landschaft";160544;62574;0.39;61694;34394;27300;0.557;"Ja";0.5;0.5;"d";13;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Basel-Landschaft";160544;62414;0.389;60955;29525;31430;0.484;"Nein";0;0.5;"d";13;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Basel-Stadt";131866;44185;0.335;43666;24362;19304;0.558;"Ja";0.5;0.5;"d";12;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Basel-Stadt";131866;44027;0.334;42942;23953;18989;0.558;"Ja";0.5;0.5;"d";12;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Bern / Berne";681804;188579;0.277;186201;102788;83413;0.552;"Ja";1;1;"d";2;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Bern / Berne";681804;188577;0.277;184659;90765;93894;0.492;"Nein";0;1;"d";2;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Fribourg / Freiburg";143734;37929;0.264;37255;20525;16730;0.551;"Ja";1;1;"l";10;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Fribourg / Freiburg";143734;37885;0.264;36959;15274;21685;0.413;"Nein";0;1;"l";10;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Genève";200704;69157;0.345;67268;31495;35773;0.468;"Nein";0;1;"l";25;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Genève";200704;69157;0.345;67447;17330;50117;0.257;"Nein";0;1;"l";25;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Glarus";24710;7238;0.293;7143;4065;3078;0.569;"Ja";1;1;"d";8;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Glarus";24710;7239;0.293;7163;3291;3872;0.459;"Nein";0;1;"d";8;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Graubünden / Grigioni / Grischun";120206;30714;0.256;30010;18160;11850;0.605;"Ja";1;1;"l";18;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Graubünden / Grigioni / Grischun";120206;30721;0.256;29924;14986;14938;0.501;"Ja";1;1;"l";18;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Jura";46431;13898;0.299;13620;5844;7776;0.429;"Nein";0;1;"l";26;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Jura";46431;13797;0.297;13357;5521;7836;0.413;"Nein";0;1;"l";26;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Luzern";221764;110080;0.496;105969;65609;40360;0.619;"Ja";1;1;"d";3;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Luzern";221764;110078;0.496;104834;49988;54846;0.477;"Nein";0;1;"d";3;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Neuchâtel";102755;32814;0.319;32175;12387;19788;0.385;"Nein";0;1;"l";24;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Neuchâtel";102755;32813;0.319;31930;10557;21373;0.331;"Nein";0;1;"l";24;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Nidwalden";24390;7564;0.31;7428;4510;2918;0.607;"Ja";0.5;0.5;"d";7;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Nidwalden";24390;7543;0.309;7385;3080;4305;0.417;"Nein";0;0.5;"d";7;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Obwalden";20259;6112;0.302;6004;3581;2423;0.596;"Ja";0.5;0.5;"d";6;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Obwalden";20259;6108;0.301;5966;2138;3828;0.358;"Nein";0;0.5;"d";6;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Schaffhausen";48386;32625;0.674;30351;16765;13586;0.552;"Ja";1;1;"d";14;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Schaffhausen";48386;33003;0.682;29969;13694;16275;0.457;"Nein";0;1;"d";14;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Schweiz";4499041;1499196;0.333;1468116;817458;650658;0.557;"Ja";1;1;"l";27;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Schweiz";4499041;1496841;0.333;1455306;664318;790988;0.456;"Nein";0;1;"l";27;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Schwyz";75711;23370;0.309;23001;12527;10474;0.545;"Ja";1;1;"d";5;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Schwyz";75711;23365;0.309;23003;8005;14998;0.348;"Nein";0;1;"d";5;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Solothurn";159464;67439;0.423;65592;37494;28098;0.572;"Ja";1;1;"d";11;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Solothurn";159464;67439;0.423;65206;29093;36113;0.446;"Nein";0;1;"d";11;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"St. Gallen";275308;90476;0.329;89531;55583;33948;0.621;"Ja";1;1;"d";17;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"St. Gallen";275308;90048;0.327;88646;43990;44656;0.496;"Nein";0;1;"d";17;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Thurgau";131945;47509;0.36;46551;29553;16998;0.635;"Ja";1;1;"d";20;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Thurgau";131945;47506;0.36;46142;20474;25668;0.444;"Nein";0;1;"d";20;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Ticino";181770;46341;0.255;45293;24377;20916;0.538;"Ja";1;1;"l";21;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Ticino";181770;46341;0.255;44589;21629;22960;0.485;"Nein";0;1;"l";21;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Uri";24918;7312;0.293;7137;4271;2866;0.598;"Ja";1;1;"d";4;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Uri";24918;7268;0.292;7082;3300;3782;0.466;"Nein";0;1;"d";4;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Valais / Wallis";169226;44114;0.261;43200;15935;27265;0.369;"Nein";0;1;"l";23;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Valais / Wallis";169226;44111;0.261;43220;10302;32918;0.238;"Nein";0;1;"l";23;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Vaud";354084;97997;0.277;96091;48940;47151;0.509;"Ja";1;1;"l";22;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Vaud";354084;98004;0.277;96007;34601;61406;0.36;"Nein";0;1;"l";22;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Zug";57011;21643;0.38;21391;12349;9042;0.577;"Ja";1;1;"d";9;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Zug";57011;21612;0.379;21280;9522;11758;0.447;"Nein";0;1;"d";9;1991-06-02
"02.06.1991 Militärstrafgesetz";19;"Zürich";766124;299698;0.391;293022;170933;122089;0.583;"Ja";1;1;"d";1;1991-06-02
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";2.5;"Zürich";766124;298065;0.389;288883;159259;129624;0.551;"Ja";1;1;"d";1;1991-06-02
